STATION,NAME,DATE,AWND,AWND_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT07,WT07_ATTRIBUTES,WT08,WT08_ATTRIBUTES
USW00013960,"DALLAS FAA AIRPORT, TX US",1/11/2020,14.09,",,W",0.08,",,W,2400",0,"T,,W",0,",,W",44,"H,,S",44,",,W",31,",,W",320,",,W",330,",,W",29.1,",,W",36.9,",,W",1,",,W",,,,,1,",,W",,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",1/12/2020,8.5,",,W",0,",,W,2400",0,",,W",0,",,W",41,"H,,S",57,",,W",33,",,W",180,",,W",140,",,W",14.1,",,W",19,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",1/13/2020,7.38,",,W",0,"T,,W,2400",0,",,W",0,",,W",50,"H,,S",63,",,W",42,",,W",160,",,W",150,",,W",17,",,W",23,",,W",1,",,W",,,,,,,,,,,1,",,W"
USW00013960,"DALLAS FAA AIRPORT, TX US",1/14/2020,5.59,",,W",0,"T,,W,2400",0,",,W",0,",,W",63,"H,,S",72,",,W",57,",,W",160,",,W",160,",,W",15,",,W",21.9,",,W",1,",,W",,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",1/15/2020,7.38,",,W",0,"T,,W,2400",0,",,W",0,",,W",69,"H,,S",80,",,W",63,",,W",220,",,W",180,",,W",16.1,",,W",23,",,W",1,",,W",1,",,W",,,,,,,,,1,",,W"
USW00013960,"DALLAS FAA AIRPORT, TX US",1/16/2020,10.29,",,W",4.01,",,W,2400",0,",,W",0,",,W",58,"H,,S",63,",,W",48,",,W",90,",,W",110,",,W",19.9,",,W",27.1,",,W",1,",,W",,,1,",,W",,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",1/17/2020,9.84,",,W",0.32,",,W,2400",0,",,W",0,",,W",52,"H,,S",65,",,W",49,",,W",110,",,W",200,",,W",17,",,W",23.9,",,W",1,",,W",,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",1/18/2020,12.53,",,W",0,"T,,W,2400",0,",,W",0,",,W",60,"H,,S",64,",,W",42,",,W",340,",,W",360,",,W",23.9,",,W",29.1,",,W",1,",,W",,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",1/19/2020,4.7,",,W",0,",,W,2400",0,",,W",0,",,W",45,"H,,S",55,",,W",33,",,W",330,",,W",50,",,W",13,",,W",23,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",1/20/2020,1.79,",,W",0,",,W,2400",0,",,W",0,",,W",47,"H,,S",57,",,W",37,",,W",280,",,W",70,",,W",8.1,",,W",17,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",1/21/2020,6.93,",,W",0.04,",,W,2400",0,",,W",0,",,W",44,"H,,S",53,",,W",36,",,W",120,",,W",120,",,W",17,",,W",25.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",1/22/2020,11.18,",,W",0.32,",,W,2400",0,",,W",0,",,W",43,"H,,S",46,",,W",40,",,W",140,",,W",170,",,W",19.9,",,W",29.1,",,W",1,",,W",,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",1/23/2020,7.16,",,W",0.02,",,W,2400",0,",,W",0,",,W",49,"H,,S",58,",,W",45,",,W",340,",,W",350,",,W",18.1,",,W",25.1,",,W",1,",,W",,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",1/24/2020,8.05,",,W",0,",,W,2400",0,",,W",0,",,W",49,"H,,S",61,",,W",40,",,W",310,",,W",320,",,W",18.1,",,W",23,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",1/25/2020,9.62,",,W",0,",,W,2400",0,",,W",0,",,W",52,"H,,S",66,",,W",44,",,W",160,",,W",140,",,W",18.1,",,W",27.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",1/26/2020,6.93,",,W",0,",,W,2400",0,",,W",0,",,W",59,"H,,S",64,",,W",50,",,W",330,",,W",170,",,W",16.1,",,W",21,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",1/27/2020,6.49,",,W",0,"T,,W,2400",0,",,W",0,",,W",52,"H,,S",61,",,W",43,",,W",140,",,W",130,",,W",16.1,",,W",19.9,",,W",1,",,W",1,",,W",,,,,,,,,1,",,W"
USW00013960,"DALLAS FAA AIRPORT, TX US",1/28/2020,13.2,",,W",0.36,",,W,2400",0,",,W",0,",,W",55,"H,,S",63,",,W",42,",,W",300,",,W",300,",,W",23.9,",,W",32,",,W",1,",,W",,,1,",,W",,,,,,,1,",,W"
USW00013960,"DALLAS FAA AIRPORT, TX US",1/29/2020,13.42,",,W",0.01,",,W,2400",0,",,W",0,",,W",43,"H,,S",46,",,W",40,",,W",320,",,W",320,",,W",25.1,",,W",30,",,W",1,",,W",,,,,,,,,,,1,",,W"
USW00013960,"DALLAS FAA AIRPORT, TX US",1/30/2020,4.25,",,W",0,"T,,W,2400",0,",,W",0,",,W",43,"H,,S",47,",,W",39,",,W",330,",,W",30,",,W",14.1,",,W",17,",,W",1,",,W",,,,,,,,,,,1,",,W"
USW00013960,"DALLAS FAA AIRPORT, TX US",1/31/2020,6.26,",,W",0,",,W,2400",0,",,W",0,",,W",47,"H,,S",56,",,W",42,",,W",320,",,W",20,",,W",13,",,W",19,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",2/1/2020,2.68,",,W",0,",,W,2400",0,",,W",0,",,W",49,"H,,S",68,",,W",35,",,W",300,",,W",300,",,W",10.1,",,W",15,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",2/2/2020,7.16,",,W",0,",,W,2400",0,",,W",0,",,W",59,"H,,S",81,",,W",42,",,W",180,",,W",180,",,W",19.9,",,W",28,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",2/3/2020,9.84,",,W",0.03,",,W,2400",0,",,W",0,",,W",64,"H,,S",72,",,W",56,",,W",180,",,W",200,",,W",19.9,",,W",28,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",2/4/2020,13.65,",,W",0.02,",,W,2400",0,",,W",0,",,W",59,"H,,S",67,",,W",40,",,W",320,",,W",330,",,W",28,",,W",36,",,W",1,",,W",,,,,,,,,,,1,",,W"
USW00013960,"DALLAS FAA AIRPORT, TX US",2/5/2020,14.76,",,W",0.02,",,W,2400",0,",,W",0,",,W",38,"H,,S",40,",,W",34,",,W",320,",,W",250,",,W",25.1,",,W",31.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",2/6/2020,11.18,",,W",0,",,W,2400",0,",,W",0,",,W",37,"H,,S",48,",,W",29,",,W",320,",,W",300,",,W",23,",,W",29.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",2/7/2020,5.82,",,W",0,",,W,2400",0,",,W",0,",,W",45,"H,,S",62,",,W",34,",,W",330,",,W",350,",,W",17,",,W",25.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",2/8/2020,7.83,",,W",0,",,W,2400",0,",,W",0,",,W",52,"H,,S",65,",,W",40,",,W",150,",,W",150,",,W",16.1,",,W",23.9,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",2/9/2020,10.07,",,W",0.03,",,W,2400",0,",,W",0,",,W",63,"H,,S",71,",,W",58,",,W",150,",,W",150,",,W",17,",,W",23.9,",,W",1,",,W",,,,,,,,,,,1,",,W"
USW00013960,"DALLAS FAA AIRPORT, TX US",2/10/2020,12.08,",,W",0.41,",,W,2400",0,",,W",0,",,W",53,"H,,S",58,",,W",41,",,W",320,",,W",330,",,W",23.9,",,W",30,",,W",1,",,W",,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",2/11/2020,8.5,",,W",0.33,",,W,2400",0,",,W",0,",,W",43,"H,,S",45,",,W",41,",,W",360,",,W",350,",,W",17,",,W",21.9,",,W",1,",,W",,,1,",,W",,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",2/12/2020,7.61,",,W",2.1,",,W,2400",0,",,W",0,",,W",45,"H,,S",49,",,W",42,",,W",90,",,W",80,",,W",16.1,",,W",23,",,W",1,",,W",,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",2/13/2020,9.17,",,W",0,",,W,2400",0,",,W",0,",,W",43,"H,,S",49,",,W",34,",,W",360,",,W",10,",,W",18.1,",,W",27.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",2/14/2020,5.59,",,W",0,",,W,2400",0,",,W",0,",,W",38,"H,,S",52,",,W",28,",,W",140,",,W",50,",,W",14.1,",,W",19.9,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",2/15/2020,11.41,",,W",0,",,W,2400",0,",,W",0,",,W",50,"H,,S",64,",,W",41,",,W",150,",,W",150,",,W",18.1,",,W",27.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",2/16/2020,8.72,",,W",0,",,W,2400",0,",,W",0,",,W",62,"H,,S",78,",,W",51,",,W",160,",,W",170,",,W",16.1,",,W",21.9,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",2/17/2020,8.95,",,W",0,",,W,2400",0,",,W",0,",,W",68,"H,,S",77,",,W",60,",,W",180,",,W",170,",,W",18.1,",,W",23,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",2/18/2020,7.38,",,W",0.32,",,W,2400",0,",,W",0,",,W",59,"H,,S",64,",,W",48,",,W",20,",,W",340,",,W",19.9,",,W",28,",,W",1,",,W",,,1,",,W",,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",2/19/2020,7.38,",,W",0.68,",,W,2400",0,",,W",0,",,W",49,"H,,S",51,",,W",43,",,W",80,",,W",60,",,W",17,",,W",23.9,",,W",1,",,W",,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",2/20/2020,11.41,",,W",0.22,",,W,2400",0,",,W",0,",,W",46,"H,,S",56,",,W",34,",,W",360,",,W",350,",,W",23,",,W",31.1,",,W",1,",,W",,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",2/21/2020,4.7,",,W",0,",,W,2400",0,",,W",0,",,W",41,"H,,S",51,",,W",31,",,W",20,",,W",60,",,W",14.1,",,W",19.9,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",2/22/2020,9.62,",,W",0,",,W,2400",0,",,W",0,",,W",48,"H,,S",57,",,W",43,",,W",160,",,W",160,",,W",17,",,W",21,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",2/23/2020,10.74,",,W",0.01,",,W,2400",0,",,W",0,",,W",53,"H,,S",61,",,W",49,",,W",180,",,W",170,",,W",18.1,",,W",27.1,",,W",1,",,W",,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",2/24/2020,13.87,",,W",0,",,W,2400",0,",,W",0,",,W",61,"H,,S",67,",,W",50,",,W",290,",,W",290,",,W",28,",,W",36,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",2/25/2020,13.42,",,W",0,",,W,2400",0,",,W",0,",,W",53,"H,,S",61,",,W",43,",,W",310,",,W",310,",,W",23.9,",,W",35.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",2/26/2020,17.22,",,W",0,"T,,W,2400",0,",,W",0,",,W",45,"H,,S",51,",,W",36,",,W",320,",,W",360,",,W",30,",,W",42.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",2/27/2020,5.59,",,W",0,",,W,2400",0,",,W",0,",,W",44,"H,,S",61,",,W",30,",,W",230,",,W",230,",,W",15,",,W",21,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",2/28/2020,4.03,",,W",0,",,W,2400",0,",,W",0,",,W",53,"H,,S",69,",,W",38,",,W",330,",,W",20,",,W",10.1,",,W",17,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",2/29/2020,10.51,",,W",0,",,W,2400",0,",,W",0,",,W",60,"H,,S",76,",,W",46,",,W",180,",,W",180,",,W",25.9,",,W",40,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",3/1/2020,12.53,",,W",0,",,W,2400",0,",,W",0,",,W",65,"H,,S",73,",,W",59,",,W",180,",,W",180,",,W",23,",,W",36.9,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",3/2/2020,6.93,",,W",0,",,W,2400",0,",,W",0,",,W",67,"H,,S",71,",,W",59,",,W",170,",,W",160,",,W",16.1,",,W",25.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",3/3/2020,4.7,",,W",0,"T,,W,2400",0,",,W",0,",,W",63,"H,,S",69,",,W",57,",,W",50,",,W",270,",,W",12.1,",,W",30,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",3/4/2020,10.29,",,W",0.93,",,W,2400",0,",,W",0,",,W",59,"H,,S",60,",,W",51,",,W",90,",,W",40,",,W",21.9,",,W",36.9,",,W",1,",,W",,,1,",,W",,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",3/5/2020,7.38,",,W",0.03,",,W,2400",0,",,W",0,",,W",56,"H,,S",74,",,W",44,",,W",330,",,W",10,",,W",18.1,",,W",30,",,W",1,",,W",,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",3/6/2020,5.82,",,W",0,",,W,2400",0,",,W",0,",,W",59,"H,,S",69,",,W",41,",,W",30,",,W",50,",,W",14.1,",,W",23,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",3/7/2020,10.07,",,W",0,",,W,2400",0,",,W",0,",,W",55,"H,,S",64,",,W",47,",,W",150,",,W",150,",,W",19.9,",,W",28,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",3/8/2020,13.65,",,W",0,",,W,2400",0,",,W",0,",,W",57,"H,,S",71,",,W",49,",,W",160,",,W",160,",,W",25.1,",,W",40,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",3/9/2020,11.41,",,W",0.06,",,W,2400",0,",,W",0,",,W",66,"H,,S",74,",,W",61,",,W",160,",,W",170,",,W",23,",,W",36,",,W",1,",,W",,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",3/10/2020,5.82,",,W",0,",,W,2400",0,",,W",0,",,W",65,"H,,S",79,",,W",52,",,W",170,",,W",180,",,W",15,",,W",21.9,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",3/11/2020,10.51,",,W",0,",,W,2400",0,",,W",0,",,W",74,"H,,S",87,",,W",68,",,W",180,",,W",210,",,W",17,",,W",25.9,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",3/12/2020,9.17,",,W",0,"T,,W,2400",0,",,W",0,",,W",75,"H,,S",84,",,W",68,",,W",220,",,W",220,",,W",21,",,W",30,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",3/13/2020,7.16,",,W",0.91,",,W,2400",0,",,W",0,",,W",70,"H,,S",75,",,W",62,",,W",100,",,W",110,",,W",21,",,W",33.1,",,W",1,",,W",,,1,",,W",,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",3/14/2020,8.5,",,W",0.03,",,W,2400",0,",,W",0,",,W",64,"H,,S",73,",,W",54,",,W",330,",,W",330,",,W",21,",,W",29.1,",,W",1,",,W",,,1,",,W",,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",3/15/2020,6.71,",,W",2,",,W,2400",0,",,W",0,",,W",55,"H,,S",59,",,W",51,",,W",100,",,W",220,",,W",13,",,W",25.9,",,W",1,",,W",,,1,",,W",,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",3/16/2020,6.93,",,W",0.76,",,W,2400",0,",,W",0,",,W",57,"H,,S",69,",,W",52,",,W",130,",,W",110,",,W",16.1,",,W",23.9,",,W",1,",,W",,,1,",,W",,,,,,,1,",,W"
USW00013960,"DALLAS FAA AIRPORT, TX US",3/17/2020,7.83,",,W",0.13,",,W,2400",0,",,W",0,",,W",64,"H,,S",70,",,W",61,",,W",130,",,W",130,",,W",16.1,",,W",23.9,",,W",1,",,W",,,1,",,W",,,,,,,1,",,W"
USW00013960,"DALLAS FAA AIRPORT, TX US",3/18/2020,11.18,",,W",1.28,",,W,2400",0,",,W",0,",,W",71,"H,,S",79,",,W",65,",,W",130,",,W",160,",,W",19.9,",,W",29.1,",,W",1,",,W",,,1,",,W",,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",3/19/2020,11.41,",,W",1.19,",,W,2400",0,",,W",0,",,W",74,"H,,S",81,",,W",66,",,W",320,",,W",190,",,W",23,",,W",38.9,",,W",1,",,W",,,1,",,W",,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",3/20/2020,10.51,",,W",0.12,",,W,2400",0,",,W",0,",,W",59,"H,,S",67,",,W",45,",,W",340,",,W",310,",,W",23.9,",,W",34,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",3/21/2020,8.05,",,W",0.17,",,W,2400",0,",,W",0,",,W",48,"H,,S",58,",,W",42,",,W",100,",,W",100,",,W",21,",,W",31.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",3/22/2020,3.8,",,W",0.14,",,W,2400",0,",,W",0,",,W",57,"H,,S",66,",,W",53,",,W",150,",,W",150,",,W",6.9,",,W",6.9,",,W",1,",,W",,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",3/23/2020,6.04,",,W",0,",,W,2400",0,",,W",0,",,W",63,"H,,S",69,",,W",60,",,W",140,",,W",140,",,W",12.1,",,W",21,",,W",1,",,W",,,,,,,,,,,1,",,W"
USW00013960,"DALLAS FAA AIRPORT, TX US",3/24/2020,10.07,",,W",0,",,W,2400",0,",,W",0,",,W",74,"H,,S",87,",,W",61,",,W",320,",,W",240,",,W",21,",,W",29.1,",,W",1,",,W",,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",3/25/2020,7.61,",,W",0,",,W,2400",0,",,W",0,",,W",72,"H,,S",88,",,W",57,",,W",160,",,W",170,",,W",18.1,",,W",27.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",3/26/2020,11.18,",,W",0,",,W,2400",0,",,W",0,",,W",76,"H,,S",84,",,W",68,",,W",180,",,W",170,",,W",19.9,",,W",31.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",3/27/2020,13.2,",,W",0,",,W,2400",0,",,W",0,",,W",76,"H,,S",83,",,W",69,",,W",180,",,W",180,",,W",23,",,W",36.9,",,W",,,,,,,,,,,,,1,",,W"
USW00013960,"DALLAS FAA AIRPORT, TX US",3/28/2020,8.28,",,W",0.4,",,W,2400",0,",,W",0,",,W",74,"H,,S",77,",,W",55,",,W",270,",,W",270,",,W",25.1,",,W",36,",,W",1,",,W",,,1,",,W",,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",3/29/2020,4.47,",,W",0,"T,,W,2400",0,",,W",0,",,W",61,"H,,S",71,",,W",52,",,W",330,",,W",330,",,W",13,",,W",17,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",3/30/2020,8.95,",,W",0.48,",,W,2400",0,",,W",0,",,W",62,"H,,S",65,",,W",55,",,W",120,",,W",100,",,W",25.1,",,W",38,",,W",1,",,W",,,1,",,W",,,,,,,1,",,W"
USW00013960,"DALLAS FAA AIRPORT, TX US",3/31/2020,8.72,",,W",0,",,W,2400",0,",,W",0,",,W",58,"H,,S",70,",,W",53,",,W",330,",,W",10,",,W",18.1,",,W",34,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",4/1/2020,9.17,",,W",0,",,W,2400",0,",,W",0,",,W",60,"H,,S",72,",,W",50,",,W",140,",,W",180,",,W",18.1,",,W",27.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",4/2/2020,12.3,",,W",0.02,",,W,2400",0,",,W",0,",,W",65,"H,,S",70,",,W",59,",,W",150,",,W",160,",,W",18.1,",,W",27.1,",,W",,,,,1,",,W",,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",4/3/2020,12.53,",,W",0.13,",,W,2400",0,",,W",0,",,W",59,"H,,S",68,",,W",41,",,W",330,",,W",10,",,W",25.9,",,W",36,",,W",1,",,W",,,1,",,W",,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",4/4/2020,7.16,",,W",0.05,",,W,2400",0,",,W",0,",,W",44,"H,,S",50,",,W",41,",,W",330,",,W",300,",,W",17,",,W",34,",,W",1,",,W",,,1,",,W",,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",4/5/2020,4.47,",,W",0,"T,,W,2400",0,",,W",0,",,W",53,"H,,S",66,",,W",48,",,W",150,",,W",160,",,W",8.9,",,W",14.1,",,W",1,",,W",,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",4/6/2020,6.49,",,W",0,"T,,W,2400",0,",,W",0,",,W",66,"H,,S",72,",,W",61,",,W",150,",,W",150,",,W",17,",,W",25.9,",,W",1,",,W",,,,,,,,,,,1,",,W"
USW00013960,"DALLAS FAA AIRPORT, TX US",4/7/2020,7.83,",,W",0,"T,,W,2400",0,",,W",0,",,W",75,"H,,S",88,",,W",68,",,W",240,",,W",220,",,W",15,",,W",21.9,",,W",1,",,W",,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",4/8/2020,6.71,",,W",0,",,W,2400",0,",,W",0,",,W",83,"H,,S",96,",,W",70,",,W",260,",,W",280,",,W",17,",,W",27.1,",,W",,,,,,,,,,,,,1,",,W"
USW00013960,"DALLAS FAA AIRPORT, TX US",4/9/2020,6.93,",,W",0,"T,,W,2400",0,",,W",0,",,W",74,"H,,S",77,",,W",64,",,W",320,",,W",60,",,W",14.1,",,W",25.9,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",4/10/2020,7.83,",,W",0,",,W,2400",0,",,W",0,",,W",66,"H,,S",75,",,W",58,",,W",40,",,W",50,",,W",15,",,W",23,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",4/11/2020,10.29,",,W",0.1,",,W,2400",0,",,W",0,",,W",64,"H,,S",70,",,W",59,",,W",180,",,W",190,",,W",23,",,W",31.1,",,W",,,,,1,",,W",,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",4/12/2020,12.53,",,W",0.34,",,W,2400",0,",,W",0,",,W",72,"H,,S",81,",,W",47,",,W",340,",,W",330,",,W",31.1,",,W",42.1,",,W",1,",,W",,,1,",,W",,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",4/13/2020,11.86,",,W",0,",,W,2400",0,",,W",0,",,W",50,"H,,S",58,",,W",40,",,W",340,",,W",340,",,W",23,",,W",33.1,",,W",,,,,,,,,,,,,,
